"sex","height","weight","income","waga","woje","class","age","age6","education"
2,158,70,4000,0.962542,2,4,76,6,30
2,149,57,730,0.746973,2,4,49,4,20
1,174,110,2400,0.83976,2,4,50,4,50
1,165,75,1600,1.588401,2,4,24,1,40
2,150,53,1150,0.69695523504,2,4,66,6,50
2,160,75,1400,1.13267,2,5,57,4,50
2,160,48,2000,1.719308,2,6,69,6,60
1,180,90,1750,0.275893,2,6,56,4,50
2,158,71,6000,0.521378,2,6,40,3,40
1,175,60,1700,0.569724,2,6,78,6,60
2,165,85,1500,0.561005,2,6,72,6,60
2,170,80,2500,1.186934,2,5,58,4,30
1,181,97,4000,0.966109,2,5,32,2,12
1,175,75,2500,1.038844,2,5,73,6,11
2,172,73,1300,0.8945258617,2,5,69,6,40
2,156,72,1400,1.05993694176,2,3,76,6,60
2,158,65,300,1.338523,2,3,54,4,50
1,174,83,3200,1.4378683256,2,3,45,4,30
2,167,57,2350,1.509688,2,3,36,3,11
1,170,90,1300,1.459054,2,3,19,1,51
1,180,100,1000,0.749353,2,3,44,3,60
2,160,65,400,0.8100180384,2,3,41,3,50
1,174,74,4700,0.4698365332,2,6,60,5,12
1,175,72,1000,0.269229,2,6,50,4,60
2,170,95,1000,0.257806,2,6,45,4,60
2,170,60,800,0.346279,2,6,24,1,30
1,170,100,1500,0.4431,2,6,71,6,60
2,170,80,1500,0.558268,2,6,27,2,11
1,176,90,1300,0.63957133944,2,6,35,3,30
2,158,83,800,0.566945,2,6,70,6,60
2,158,58,1200,0.794678,2,6,24,1,50
1,178,80,1200,0.671264,2,6,33,2,50
2,160,60,1100,0.682129,2,6,32,2,30
2,164,90,1200,0.807678,2,6,34,2,40
2,164,93,400,0.685942,2,6,56,4,50
1,174,72,270,0.897289,2,6,20,1,30
2,168,50,220,0.940942,2,6,18,1,51
1,176,90,2600,0.399416,2,6,29,2,50
1,167,60,2000,0.385844,2,6,28,2,50
2,160,62,1300,0.298902,2,6,50,4,50
1,176,78,1700,0.8130100493,2,5,46,4,50
1,170,80,2000,1.413211,2,5,84,6,30
2,158,62,831,0.641314,2,5,71,6,30
1,168,98,2200,1.121991,2,6,49,4,30
2,150,79,1100,1.03876,2,6,57,4,60
1,180,104,2000,0.4840413005,2,6,57,4,50
2,160,78,1500,0.90168451992,2,6,70,6,60
2,163,52,2400,0.427751958,2,4,61,5,11
1,168,78,2050,0.9474834773,2,4,71,6,50
2,155,75,1200,0.8671033312,2,4,72,6,50
1,175,76,2000,0.450742,2,4,59,4,30
1,174,98,2500,1.3896820139,2,4,54,4,30
1,172,90,1900,0.685843,2,4,26,2,50
1,170,89,3000,0.948928,2,1,63,5,50
2,160,50,2300,0.89557994064,2,1,60,5,20
1,180,91,3100,2.321989,2,1,41,3,11
1,178,108,4000,1.410752,2,1,61,5,11
2,160,80,2500,1.370218,2,1,56,4,40
2,167,76,2000,1.020564,2,1,28,2,11
1,200,90,4000,3.436676,2,1,32,2,11
1,183,81,2500,1.4075186552,2,1,40,3,40
2,164,46,1600,1.4661517796,2,1,34,2,50
2,169,65,2800,2.712453,2,1,32,2,11
1,169,90,2500,3.046056,2,1,33,2,11
2,167,80,1500,1.1673802754,2,1,61,5,30
2,156,72,3000,1.10241,2,1,64,5,11
2,170,60,2000,1.334086,2,1,26,2,11
1,164,60,1820,1.7034298234,2,1,92,6,30
2,154,82,2133,0.383452,2,1,83,6,11
1,190,115,10000,0.402484,2,1,47,4,11
2,167,72,3000,0.358013,2,1,48,4,11
1,187,64,500,0.761296,2,1,16,1,51
2,164,82,3800,0.509111,2,1,46,4,11
1,176,82,8000,4.4986008492,2,1,41,3,20
2,168,70,1900,4.57476937392,2,1,39,3,20
1,171,100,1400,1.122426,2,1,59,4,60
2,160,95,1200,1.162811,2,1,57,4,50
1,185,87,2500,1.531014,2,1,33,2,30
2,158,68,3000,2.175898,2,1,28,2,40
1,172,85,3500,2.039543,2,1,67,6,40
2,168,76,1480,1.638224,2,1,63,5,40
2,162,62,2800,1.0238817346,2,1,81,6,11
2,163,54,1900,2.33114,2,1,40,3,20
1,180,75,2800,2.1568504743,2,1,41,3,40
2,164,75,1500,1.121441,2,1,43,3,30
2,156,75,1800,0.967682,2,1,46,4,30
2,160,77,1400,1.10169745128,2,1,70,6,60
1,180,82,680,2.05773,2,1,21,1,30
1,184,105,1900,1.7061960694,2,1,38,3,50
2,163,46,1700,1.844069,2,1,37,3,40
1,192,92,6000,1.821057,2,1,41,3,11
2,182,110,2200,1.85189,2,1,41,3,11
2,164,65,700,0.151889,4,6,20,1,30
2,165,60,270,0.120486,4,6,56,4,50
1,186,94,1300,0.1521849296,4,6,29,2,50
1,186,90,1300,0.1781716467,4,6,32,2,50
2,162,57,800,0.1781716467,4,6,21,1,50
1,182,74,270,0.189363,4,6,56,4,50
1,180,81,230,0.15035,4,6,29,2,30
2,166,98,990,1.274617,4,6,80,6,60
1,189,94,2800,0.343274,4,6,64,5,11
1,187,92,2500,0.361521,4,6,42,3,11
2,166,88,1400,1.35486688632,4,6,80,6,20
1,168,76,2000,0.19878308664,4,6,65,6,50
2,166,70,1200,0.21113787072,4,6,64,5,30
1,172,85,1500,0.371467,4,6,43,3,50
2,165,74,1500,0.325555,4,6,43,3,30
2,157,41,950,0.47073227,4,4,67,6,50
1,174,97,1570,0.5186372526,4,4,67,6,50
2,160,70,2500,2.2164847163,4,4,59,4,30
1,176,74,1200,0.2309227452,4,6,56,4,30
2,156,68,3000,0.2309227452,4,6,54,4,30
1,175,70,2000,0.341433,4,6,27,2,50
2,158,52,1100,0.244728,4,6,29,2,11
1,175,100,2200,0.279696,4,6,62,5,50
2,152,69,950,0.343713,4,6,62,5,50
2,160,89,1200,0.921868,4,5,89,6,60
2,171,67,2500,0.9239666227,4,5,54,4,11
1,176,102,1180,2.0099298802,4,5,63,5,50
1,182,73,2800,0.553808,4,5,39,3,11
2,168,57,2700,0.594369,4,5,39,3,11
1,167,66,1060,1.114951,4,6,76,6,60
1,182,110,2000,1.202383,4,6,57,4,50
1,178,90,1700,1.275113,4,6,37,3,30
2,170,85,500,1.214695,4,6,55,4,50
1,170,92,225,0.244611,4,6,65,6,60
2,155,65,225,0.212112,4,6,59,4,60
1,167,80,1300,0.81074404008,4,6,57,4,50
1,178,112,800,1.028026,4,6,72,6,60
1,180,98,1280,0.935781,4,6,37,3,60
2,158,82,800,0.861981,4,6,68,6,60
2,164,82,690,1.111373,4,6,32,2,50
1,176,70,3000,3.859628,4,6,31,2,11
2,170,100,9000,0.369484896,4,6,65,6,60
1,175,78,1200,0.44065963464,4,6,67,6,60
1,165,72,3000,1.543541,4,6,45,4,50
1,172,84,2100,0.785027,4,6,66,6,60
1,175,93,642,0.776188,4,5,22,1,40
2,160,45,497,0.595768,4,5,47,4,60
1,165,72,1032,0.191311,4,6,64,5,40
2,156,60,3000,2.843667,4,6,31,2,30
1,172,96,900,1.524165,4,5,51,4,50
2,153,75,1100,0.43346,4,5,78,6,60
1,189,85,3000,0.493375,4,6,46,4,50
2,158,80,1100,0.23573157624,4,6,81,6,60
2,160,63,1400,0.154521,4,6,33,2,50
1,176,74,1800,0.174863,4,6,44,3,50
1,175,84,900,0.1921,4,6,66,6,50
2,160,85,900,0.161072,4,6,66,6,50
2,160,70,870,0.86305,4,5,75,6,60
2,164,55,2000,0.8037591205,4,6,64,5,30
2,156,64,1200,1.087909,4,6,63,5,60
1,170,75,2000,0.44585,4,6,50,4,50
1,176,81,1320,1.87036953456,4,6,83,6,30
2,164,79,1150,1.5682699248,4,6,69,6,50
1,165,70,1600,1.061002,4,6,84,6,50
2,160,70,1400,0.889631,4,6,79,6,50
1,175,85,1300,1.546226,4,6,51,4,50
2,170,55,1200,1.373405,4,6,48,4,50
2,170,80,3600,0.182599,4,6,44,3,40
1,175,85,1800,0.199678,4,6,45,4,50
1,176,90,1800,0.650714,4,6,52,4,50
2,180,61,1400,0.570286,4,4,42,3,50
1,176,86,2700,0.604878,4,5,66,6,50
2,158,60,847,0.549007,4,5,66,6,60
2,162,70,714,0.353521,4,5,67,6,50
2,164,70,1500,0.31538,4,5,36,3,30
1,178,102,1500,2.015978,4,5,35,3,50
2,163,53,2000,2.152976,4,5,32,2,11
1,174,75,2200,0.5564313238,4,6,70,6,50
1,170,74,2000,0.6953512284,4,6,62,5,11
1,184,85,1300,0.6575705466,4,6,26,2,11
2,164,72,680,0.361071,4,6,24,1,51
1,169,74,3000,0.252813,4,6,44,3,50
2,168,63,1400,0.361071,4,6,23,1,40
2,166,74,620,0.221566,4,6,44,3,50
1,169,62,1500,0.279696,4,6,61,5,50
2,166,68,1400,0.343713,4,6,61,5,60
1,176,76,2300,0.554727,4,5,65,6,30
1,176,95,1600,1.211998,4,5,69,6,30
2,163,83,2200,1.100048,4,5,70,6,30
2,162,53,2000,0.931935,4,6,42,3,30
1,182,100,2500,1.063364,4,6,44,3,30
2,162,70,3300,1.514688,4,6,42,3,11
2,161,86,1800,0.435394,4,6,80,6,60
1,170,92,9000,0.452997,4,6,51,4,50
2,165,57,500,0.41425,4,6,42,3,50
2,163,99,2400,0.454235,4,6,75,6,60
1,176,78,2100,0.472601,4,6,52,4,50
1,176,96,1800,0.637281,4,6,56,4,50
1,175,84,2500,0.795237,4,6,32,2,50
2,164,58,2300,0.717901,4,6,30,2,40
1,175,72,2000,0.8049418318,4,6,25,2,50
1,176,81,1600,0.855502,4,6,26,2,30
1,174,80,3000,1.337571,4,6,41,3,50
1,175,70,1600,5.103339,4,2,39,3,12
2,156,85,3000,0.771816,4,2,34,2,11
2,176,72,2500,1.8652862641,4,2,58,4,11
2,150,72,1800,0.726841,4,2,88,6,60
2,172,60,1800,0.234904,4,2,23,1,40
2,170,80,1500,0.1587787568,4,2,65,6,50
2,160,80,1500,1.044032049,4,2,79,6,60
1,184,69,500,1.2463641259,4,2,48,4,50
2,158,62,1800,1.170001,4,2,76,6,60
2,165,79,1900,1.1008539409,4,2,81,6,30
2,158,57,1700,0.325495,4,2,62,5,11
1,167,115,1600,0.361819,4,2,64,5,50
2,163,66,1600,1.170001,4,2,69,6,30
2,161,70,3000,5.204694,4,2,49,4,70
2,155,57,1070,0.533639,4,4,65,6,40
1,170,80,870,1.515481,4,4,61,5,50
2,164,70,840,1.3857998605,4,4,59,4,30
2,160,70,2000,0.57979,4,4,82,6,60
1,180,78,700,0.6512467577,4,4,45,4,50
1,190,110,1800,1.185291,4,2,38,3,30
1,180,84,3200,1.3671446362,4,2,40,3,11
2,170,64,2300,1.559435,4,2,41,3,20
2,173,78,2050,2.182189,4,2,59,4,30
2,168,79,2300,0.732366,4,2,66,6,50
2,156,85,2100,1.177469,4,2,75,6,11
1,176,74,5400,7.518091,4,2,32,2,11
1,175,93,8000,0.7506293202,4,2,30,2,11
2,160,60,200,0.766776,4,2,36,3,11
1,172,79,3500,0.9532954166,4,2,53,4,20
2,159,63,3400,0.90406,4,2,46,4,12
1,194,100,4000,0.380544,4,2,40,3,30
2,177,64,2800,0.451597,4,2,37,3,11
1,175,110,1600,1.020968,4,3,69,6,50
2,160,62,1200,0.926663,4,3,67,6,50
1,176,93,2500,0.289199,4,3,59,4,12
2,158,67,2500,0.86131329912,4,3,46,4,30
1,178,70,2000,0.9652686612,4,3,46,4,50
1,176,100,3680,0.628109,4,3,66,6,50
2,172,94,3500,1.070524,4,3,44,3,20
1,188,120,12000,1.16930064432,4,3,63,5,30
2,160,50,2500,0.87505099416,4,3,49,4,11
1,175,85,1280,0.320368,4,3,64,5,60
2,168,88,778,0.288205,4,3,61,5,50
1,167,82,6000,0.564929,4,3,43,3,50
2,162,80,1800,0.606303,4,3,38,3,40
2,158,65,500,0.735929,4,3,20,1,40
2,153,60,1200,0.29443,4,3,65,6,60
1,170,90,3900,1.414243,4,3,47,4,50
2,170,80,3200,1.261936,4,3,45,4,50
2,160,80,1000,0.380946,6,6,83,6,60
2,162,60,800,0.73142490192,6,6,74,6,60
1,176,83,3000,0.3004735923,6,6,52,4,60
1,172,62,4000,0.426959,6,6,25,2,51
2,164,65,1300,0.271212,6,6,50,4,50
2,164,55,1000,0.28695349272,6,6,51,4,50
1,175,75,1000,0.30622602048,6,6,51,4,60
2,164,90,1021,0.339527,6,4,63,5,40
2,158,75,1800,1,6,4,39,3,12
2,170,100,700,0.769296,6,6,63,5,30
1,170,80,500,0.911425,6,6,60,5,60
2,165,60,1000,1.07713,6,6,64,5,40
1,170,70,2000,1.07713,6,6,32,2,12
1,180,90,1600,1.42337465832,6,6,35,3,12
2,170,68,1000,1.171627,6,6,34,2,40
1,175,70,1000,1.875304,6,6,60,5,60
2,165,70,1000,0.46704,6,6,62,5,40
1,170,86,1800,1,6,6,62,5,50
1,170,78,2200,1,6,6,32,2,12
2,160,58,100,1,6,6,30,2,50
1,188,90,6000,0.560065,6,6,27,2,12
1,185,85,1600,0.560065,6,6,32,2,12
2,170,70,1000,0.38764344168,6,6,56,4,40
1,184,86,500,0.3762809644,6,6,60,5,40
2,160,60,800,0.4007716505,6,6,73,6,60
2,156,55,800,0.88286,6,6,82,6,60
2,160,72,1000,0.52775,6,5,68,6,30
2,165,60,870,0.308467,6,5,65,6,60
1,178,76,3000,0.450104,6,5,46,4,50
2,165,60,950,0.589057,6,6,32,2,11
1,182,78,650,0.572166,6,6,31,2,30
1,174,98,3000,1,6,6,45,4,30
1,170,93,3250,0.196844,6,6,56,4,50
2,162,84,1250,0.211453,6,6,57,4,40
1,187,87,2500,1.5243972532,6,6,51,4,50
1,172,82,3000,0.5594039592,6,6,33,2,11
2,164,80,100,0.342677,6,6,56,4,50
2,178,90,2200,0.113103,6,6,70,6,50
2,154,45,1250,0.094448,6,6,70,6,50
2,160,78,1100,0.1497551196,6,6,44,3,12
1,170,80,3000,0.4263054228,6,6,50,4,50
2,162,98,1150,0.172408,6,6,58,4,20
2,164,82,920,0.36014,6,6,74,6,60
2,158,68,1200,0.872954,6,6,46,4,50
1,170,80,1370,0.48623,6,6,85,6,70
2,160,54,1020,0.476597,6,6,82,6,70
1,176,88,800,0.309862,6,6,61,5,30
2,165,65,800,0.271116,6,6,60,5,30
2,169,70,2000,1.108582,6,4,77,6,40
2,164,73,1300,0.599867,6,4,67,6,40
2,150,50,600,0.191439,6,6,88,6,60
2,160,55,800,0.2676373836,6,6,71,6,60
2,150,85,800,0.17211023136,6,6,55,4,50
2,168,104,1500,0.348537,6,6,59,4,60
1,170,82,1000,0.82226758944,6,6,69,6,50
1,178,98,1000,1.451828,6,6,37,3,50
1,165,62,2000,2.838388,6,6,36,3,50
2,169,98,1300,2.848213,6,6,31,2,30
2,174,84,932,0.272401,6,6,65,6,60
2,155,45,1300,0.38293027704,6,5,62,5,50
1,179,105,4000,1.032,6,5,52,4,20
2,170,75,2500,0.2704329684,6,5,44,3,11
2,168,115,2100,0.410507,6,5,51,4,11
1,166,80,2500,1.760773,6,5,63,5,10
2,163,82,1700,1.764952,6,5,63,5,30
1,182,70,1500,0.750799,6,5,54,4,30
2,176,60,1500,0.66754,6,5,46,4,50
2,170,59,600,0.60236986536,6,6,28,2,40
2,170,70,2000,0.338905,6,6,57,4,40
1,183,89,3000,0.520476,6,6,26,2,30
1,187,90,2000,0.520476,6,6,34,2,30
1,174,74,1000,0.371648,6,6,60,5,30
2,176,90,2000,0.434377,6,6,46,4,30
1,175,65,1000,0.4971091884,6,6,83,6,60
2,165,90,1000,0.487260864,6,6,80,6,60
1,170,75,1300,0.45232030584,6,4,76,6,60
2,165,67,1150,0.43858898856,6,4,75,6,60
2,164,80,1260,1.938071,6,4,75,6,30
1,175,95,1300,1.998748,6,4,76,6,50
2,164,80,712,0.3859242485,6,4,58,4,40
1,180,85,3800,0.4053378382,6,4,36,3,12
2,162,57,300,0.5512883644,6,4,22,1,30
1,182,90,2300,0.438798,6,6,29,2,11
2,160,94,900,0.278733,6,6,51,4,50
1,170,100,1000,0.98767,6,6,33,2,30
1,182,115,835,0.609396,6,6,56,4,50
1,165,95,2000,0.23493,6,6,51,4,50
2,170,55,2300,0.7477435799,6,5,39,3,11
1,170,70,1600,0.81807633816,6,5,73,6,40
1,175,95,2230,0.792756,6,5,63,5,50
2,164,62,1400,0.7476739533,6,5,60,5,30
2,164,60,1300,0.8786726376,6,6,81,6,60
2,168,60,1100,0.878709,6,6,65,6,30
2,162,50,450,1.229731,6,6,22,1,40
2,168,75,1040,0.99266007744,6,6,76,6,60
1,178,75,1200,0.425529,6,4,81,6,60
2,156,53,1200,0.43858898856,6,4,80,6,30
1,176,81,2100,0.54921761352,6,6,77,6,50
2,165,78,1500,0.538336092,6,6,71,6,30
1,178,105,5000,0.308085,6,6,50,4,50
2,158,63,824,0.50645,6,6,74,6,60
1,180,84,3000,0.22355536944,6,5,57,4,30
2,164,62,1000,0.26789036808,6,5,54,4,50
2,154,63,1500,0.51227975352,6,5,61,5,60
2,160,70,750,1.147401,6,5,55,4,30
1,168,59,2000,1.313253,6,5,29,2,11
2,158,50,1500,1.282281,6,5,30,2,11
1,164,60,6000,2.3391865444,6,4,36,3,30
2,160,45,2700,2.645297,6,4,32,2,30
1,175,80,2000,1.60822978008,6,5,89,6,60
2,165,60,1900,0.52775,6,5,68,6,30
1,182,98,2000,0.530755,6,5,56,4,50
2,164,75,1500,0.551668,6,5,56,4,50
1,182,115,1000,1,6,6,30,2,30
2,158,70,870,1.032,6,6,63,5,50
1,175,75,2600,1,6,6,68,6,60
2,167,90,800,1,6,6,62,5,60
1,176,78,886,1.032,6,6,67,6,60
2,175,80,886,1.032,6,6,65,6,60
1,176,86,1550,1,6,6,48,4,50
2,165,61,780,0.97168681368,6,6,72,6,60
2,164,55,700,0.78007232928,6,6,44,3,30
1,177,75,1400,1,6,6,60,5,40
2,160,80,300,1.032,6,6,55,4,50
2,155,45,930,0.279119,6,6,96,6,60
1,178,79,920,0.30268955256,6,6,82,6,60
2,155,70,780,0.29669233224,6,6,73,6,60
1,175,70,890,0.552049,6,6,73,6,60
2,164,75,770,0.541112,6,6,70,6,60
1,179,75,600,0.585432,6,6,41,3,50
1,180,82,1750,1,6,6,26,2,12
1,176,80,1600,1,6,6,51,4,50
2,164,61,1600,1,6,6,47,4,30
1,174,73,950,1.032,6,6,77,6,60
2,166,65,790,1.032,6,6,77,6,60
2,153,50,820,0.9384448656,6,6,89,6,60
1,176,80,1700,1.032,6,6,27,2,30
1,178,75,1000,1,6,6,31,2,12
2,155,50,790,1.032,6,6,83,6,60
1,176,83,700,1,6,6,58,4,50
2,164,60,600,1,6,6,31,2,40
1,173,70,750,0.462999,6,6,48,4,60
2,165,61,450,0.44444,6,6,44,3,60
1,178,75,2000,0.83797707528,6,6,30,2,50
2,170,55,1650,0.66692,6,6,29,2,12
2,170,57,1200,0.66692,6,6,27,2,40
2,160,55,750,0.5235396888,6,6,64,5,40
1,164,75,800,0.771991,6,6,64,5,50
1,176,96,820,1.032,6,6,78,6,50
1,176,90,1700,1.152861,6,6,54,4,30
2,170,73,1600,1.080308,6,6,47,4,30
1,164,90,2600,0.2685309782,6,4,65,6,50
2,156,60,2500,0.5919728804,6,4,47,4,30
1,175,92,2000,0.6658071852,6,4,48,4,50
2,161,65,1000,0.779553,6,4,23,1,12
2,157,76,840,0.278114,6,4,56,4,50
1,184,80,1500,0.850941,6,4,50,4,30
2,165,75,2000,2.211152,6,4,36,3,11
1,190,85,1500,1.836808,6,4,40,3,11
1,180,70,4000,1.024495,6,4,21,1,60
2,155,80,1520,0.957792,6,4,87,6,60
1,193,78,700,1.809632,6,4,24,1,12
2,162,55,1024,0.9011864928,6,4,73,6,50
2,164,75,2500,0.461317,6,4,84,6,60
1,180,82,1281,1.437843,6,2,58,4,30
2,170,73,700,1.670181,6,2,25,2,40
2,162,82,1600,1.4595450612,6,2,75,6,12
2,168,68,2000,0.892329,6,2,28,2,11
1,172,68,1200,0.856477,6,2,66,6,50
1,176,132,1950,0.52063887096,6,2,79,6,50
2,153,71,1400,0.50483371872,6,2,74,6,60
2,161,63,2300,1.2919450855,6,2,79,6,11
2,168,80,1500,1.579324,6,2,47,4,30
1,196,95,1500,1.776308,6,2,48,4,30
1,180,90,2900,2.130053,6,2,76,6,12
1,181,88,2500,1.2375789426,6,2,44,3,40
2,168,57,1700,1.3051167446,6,2,36,3,12
2,160,90,1170,0.78977715408,6,2,67,6,50
2,160,75,1600,0.72121729704,6,2,63,5,11
1,173,87,6600,1.4679131444,6,2,56,4,11
1,176,80,4500,0.6368886237,6,2,61,5,50
2,165,75,2000,0.6383997091,6,2,60,5,50
2,158,85,1000,0.3988119624,6,2,67,6,50
2,165,70,2800,0.39838,8,6,58,4,20
2,164,64,6600,2.35975,8,6,61,5,11
1,176,96,3000,1.61105,8,6,61,5,11
1,180,88,12000,0.1587411208,8,6,51,4,12
1,182,85,1800,0.149084,8,6,22,1,40
2,170,68,2500,0.2777884933,8,6,28,2,11
2,170,60,1600,0.43022136744,8,6,19,1,51
2,178,73,1350,0.282563,8,6,45,4,70
1,170,120,800,0.36900975288,8,6,48,4,70
2,160,70,480,0.951607442,8,6,62,5,60
2,160,83,1170,0.830898,8,6,75,6,60
2,175,74,1600,0.108277,8,6,39,3,50
1,190,87,4000,0.335014,8,6,32,2,60
1,178,68,1280,0.842152,8,6,29,2,30
1,178,85,4000,0.136915,8,6,47,4,12
1,186,90,3000,0.147948,8,6,26,2,12
2,164,55,2600,0.111442,8,6,47,4,30
1,183,140,1300,0.1706190424,8,6,64,5,50
2,150,70,800,0.2499105672,8,6,62,5,50
1,180,82,3800,0.111199,8,6,45,4,30
2,167,75,1700,0.119636,8,6,43,3,20
1,175,91,2000,0.3615681111,8,6,24,1,30
2,158,50,560,0.353961,8,6,45,4,30
1,185,106,4000,1.989479,8,5,52,4,30
1,185,82,4000,1.61299,8,5,26,2,20
2,165,56,2270,1.440951,8,5,49,4,11
2,173,73,1000,2.040947,8,5,26,2,11
2,155,100,3000,0.71071206336,8,5,62,5,10
2,164,70,2700,1.18913,8,5,51,4,11
1,175,86,2000,1.2001706404,8,5,58,4,30
1,186,92,4250,0.8027702346,8,5,53,4,40
2,172,70,2300,0.6344413428,8,5,48,4,30
2,165,80,2800,0.28945251168,8,5,60,5,30
2,162,75,1700,0.621273,8,4,75,6,30
2,171,73,2000,0.172597,8,4,43,3,30
2,180,70,2400,0.172597,8,4,42,3,50
1,168,81,6200,0.430201,8,6,58,4,11
2,164,70,2500,0.453917,8,6,51,4,11
1,178,77,1200,0.362007,8,6,59,4,60
2,164,78,630,0.381963,8,6,54,4,50
2,158,56,4000,5.604923,8,5,40,3,60
1,164,73,2600,4.513738,8,5,42,3,50
1,178,106,960,0.172304,8,5,59,4,50
2,168,76,1200,0.155631,8,5,56,4,50
2,164,60,1200,0.1265924496,8,5,63,5,50
2,168,62,1800,0.433707855,8,5,77,6,30
2,166,64,1400,0.8706298244,8,5,35,3,40
1,176,80,1600,0.745172,8,5,41,3,50
1,186,110,1500,0.839858,8,6,40,3,30
1,164,80,1500,0.513334,8,6,57,4,50
1,168,72,1300,0.222908,8,6,65,6,60
1,164,71,1820,0.097533,8,6,81,6,60
2,167,90,1100,0.573654,8,6,58,4,30
1,181,76,1400,0.63659,8,6,23,1,40
1,170,94,700,0.579686,8,6,60,5,60
2,162,100,1025,2.4326207371,8,6,71,6,60
1,175,80,2346,0.877738,8,6,66,6,60
1,166,52,1550,0.256061,8,6,57,4,60
1,186,98,3500,0.270612,8,4,41,3,30
2,160,60,1750,0.621273,8,4,78,6,40
1,176,75,2100,2.525468,8,4,35,3,50
2,160,65,2400,0.12103,8,4,47,4,11
2,158,52,2000,1.106141,8,5,38,3,11
1,182,90,2000,0.2263306723,8,5,64,5,50
2,169,79,1500,0.2902949361,8,3,76,6,60
2,159,44,1700,0.2309740138,8,3,80,6,11
2,158,80,1500,0.234015,8,3,82,6,11
2,158,75,1200,0.97,8,3,51,4,50
1,170,100,750,0.97,8,3,63,5,50
1,176,90,2000,0.594466,8,3,41,3,50
2,152,60,1600,0.6945497984,8,3,41,3,40
2,164,76,2000,0.300838,8,3,64,5,40
1,185,130,1800,2.162438,8,3,51,4,11
1,176,115,2500,1.895324,8,3,64,5,60
2,171,80,2100,2.246849,8,3,39,3,11
2,158,66,970,0.31977876048,8,3,64,5,60
1,183,78,1500,2.001089,8,3,24,1,30
1,184,98,1300,2.12707756344,8,3,24,1,30
2,164,70,1500,1.20382239624,8,3,57,4,30
2,160,75,1300,0.919982,8,3,90,6,60
2,155,58,1900,0.838834,8,3,63,5,20
2,174,80,840,0.278406,8,3,54,4,40
1,184,82,6500,2.085553,8,3,42,3,11
2,174,73,5000,2.444245,8,3,31,2,11
2,176,68,4000,0.29901171096,8,3,39,3,20
1,183,83,2500,0.24079870656,8,3,40,3,12
2,164,70,1400,0.3543109494,8,3,58,4,50
1,185,70,2900,0.569988,8,3,29,2,12
2,162,58,1250,0.786966,8,3,33,2,11
1,176,86,2300,0.3264132644,8,3,60,5,50
2,170,65,2000,0.309353,8,3,37,3,11
1,175,71,2500,2.028026,8,3,37,3,12
2,170,58,2000,2.376823,8,3,32,2,12
1,175,75,3600,0.8195474748,10,4,73,6,12
1,170,95,4000,0.475767,10,4,59,4,30
2,160,78,700,0.487615,10,4,64,5,50
1,165,78,1900,0.414664,10,5,76,6,30
1,178,80,3000,2.498154,10,5,40,3,11
2,158,47,1580,0.5096902345,10,5,73,6,40
2,165,78,1050,1.97385719424,10,6,72,6,60
1,176,117,5000,0.3123646865,10,6,64,5,30
2,162,79,1600,0.2812237192,10,6,62,5,30
2,164,62,1340,2.080485,10,6,49,4,50
2,174,57,1800,2.5104933847,10,6,25,2,12
1,178,95,2000,0.13049534736,10,6,49,4,40
2,163,98,1000,0.140747,10,6,74,6,40
2,168,90,1900,0.556356,10,6,74,6,11
1,180,93,10000,1.032,10,6,53,4,50
2,175,70,500,0.673618,10,6,50,4,50
2,167,85,1100,1.466063,10,6,64,5,50
2,166,74,800,0.58305,10,6,83,6,60
2,168,82,1445,0.619758828,10,6,76,6,60
1,171,80,1381,0.66464337696,10,6,81,6,30
2,168,75,780,1.05363,10,4,58,4,40
2,160,75,1500,0.937853,10,4,34,2,11
1,185,100,1650,0.8570965368,10,4,41,3,30
1,176,65,2000,0.6897022816,10,4,48,4,11
2,150,50,1800,0.6101585956,10,4,46,4,11
1,179,86,1750,1.228,10,4,35,3,11
2,164,75,1650,1.489835,10,4,33,2,40
2,164,78,500,0.379151,10,6,50,4,50
2,169,64,850,0.189871,10,6,71,6,60
1,170,70,800,0.203622,10,6,75,6,50
1,185,88,5200,0.18842666736,10,6,21,1,50
2,167,58,1700,1,10,6,18,1,51
2,160,96,1300,0.8957330364,10,4,59,4,50
2,160,62,1350,0.576319,10,4,80,6,60
1,180,93,600,1.645164,10,6,58,4,60
2,152,63,1500,0.110928,10,6,51,4,50
1,177,91,10000,0.244328,10,6,53,4,11
2,170,75,2000,0.25526665512,10,6,53,4,12
2,164,60,5000,0.08768,10,6,51,4,50
1,180,85,2500,0.11883573912,10,6,31,2,11
2,176,78,1600,0.100486,10,6,30,2,11
1,176,95,1500,0.08768,10,6,57,4,50
1,176,82,1500,0.3937045506,10,6,31,2,50
2,168,67,900,0.3303358765,10,6,29,2,50
2,158,56,1000,0.19628725656,10,6,63,5,20
2,168,68,1500,1.6294485876,10,6,42,3,30
1,170,97,1200,0.162878,10,6,77,6,60
1,176,120,800,0.132475,10,6,48,4,60
2,165,50,22000,0.1775036904,10,6,26,2,11
2,160,100,1500,0.130208,10,6,48,4,50
2,165,63,880,0.16144023888,10,6,76,6,60
2,158,62,1030,1.712303,10,6,69,6,50
1,170,100,800,0.3095,10,6,64,5,50
2,170,78,850,0.278645,10,6,62,5,50
2,176,100,800,1.288131,10,6,63,5,50
